document_id,processed_path,page,chars,alnum_ratio,replacement_chars,page_status
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,70,1799,0.8227,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,71,2659,0.8116,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,72,2776,0.8105,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,73,2105,0.8214,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,74,1866,0.8237,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,75,1202,0.8245,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,76,69,0.7826,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,77,2503,0.817,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,78,2703,0.8294,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,79,2863,0.8285,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,80,2860,0.821,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,81,2880,0.824,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,82,2544,0.8211,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,83,2512,0.8197,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,84,2850,0.8263,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,85,2840,0.8201,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,86,2062,0.8143,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,87,2651,0.8118,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,88,2587,0.823,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,89,2741,0.8293,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,90,2511,0.8196,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,91,3044,0.8259,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,92,2900,0.8276,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,93,2654,0.8165,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,94,2859,0.8185,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,95,2277,0.8235,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,96,2949,0.826,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,97,2719,0.8249,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,98,2606,0.8243,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,99,2890,0.8253,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,100,58,0.8448,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,101,1994,0.8119,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,102,3224,0.8204,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,103,2144,0.8088,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,104,4041,0.8191,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,105,2819,0.823,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,106,2978,0.8203,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,107,2593,0.8218,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,108,2526,0.8068,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,109,2416,0.8204,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,110,2814,0.8166,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,111,2470,0.8296,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,112,2315,0.8281,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,113,2188,0.8245,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,114,3192,0.8239,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,115,2800,0.8221,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,116,2762,0.8219,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,117,3776,0.8032,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,118,2545,0.824,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,119,2544,0.8247,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,120,2129,0.8182,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,121,3670,0.8234,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,122,2311,0.8157,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,123,2705,0.8292,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,124,2736,0.8205,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,125,2641,0.8137,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,126,2613,0.8297,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,127,2654,0.8127,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,128,896,0.8147,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,129,3082,0.8209,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,130,2602,0.8151,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,131,2686,0.8321,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,132,2819,0.8148,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,133,2745,0.8262,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,134,2531,0.8171,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,135,2452,0.8275,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,136,2010,0.8269,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,137,3292,0.8226,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,138,1791,0.8169,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,139,2690,0.8193,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,140,2554,0.8273,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,141,2899,0.8227,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,142,2697,0.8239,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,143,2944,0.8302,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,144,2504,0.8183,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,145,3607,0.8145,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,146,2040,0.8152,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,147,2776,0.8019,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,148,2800,0.8154,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,149,2488,0.8312,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,150,2792,0.8087,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,151,2877,0.8227,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,152,2722,0.8251,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,153,2567,0.8153,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,154,73,0.8356,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,155,3046,0.8168,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,156,3018,0.8254,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,157,1450,0.8076,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,158,2866,0.814,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,159,2901,0.8201,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,160,2732,0.8309,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,161,2548,0.8218,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,162,2698,0.8206,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,163,2884,0.8304,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,164,2914,0.8212,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,165,2804,0.821,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,166,2583,0.8169,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,167,2824,0.8201,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,168,2732,0.8221,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,169,2646,0.8182,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,170,2591,0.8132,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,171,2704,0.8203,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,172,3027,0.8163,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,173,2828,0.8094,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,174,2781,0.8206,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,175,2719,0.8238,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,176,2680,0.8216,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,177,2730,0.8231,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,178,2951,0.8295,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,179,3193,0.8184,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,180,50,0.86,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,181,2942,0.8311,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,182,2977,0.8347,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,183,3788,0.8244,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,184,2835,0.8233,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,185,2850,0.8232,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,186,2723,0.8116,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,187,2913,0.8205,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,188,2944,0.8196,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,189,2780,0.836,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,190,2970,0.8293,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,191,2894,0.8186,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,192,2942,0.8222,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,193,2728,0.8255,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,194,2912,0.8183,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,195,2805,0.8196,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,196,3032,0.8219,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,197,2664,0.8262,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,198,2447,0.8222,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,199,3283,0.827,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,200,29,0.8621,0,LOW_TEXT
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,201,2976,0.8155,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,202,2954,0.8128,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,203,2739,0.8164,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,204,2999,0.8136,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,205,3093,0.8267,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,206,2713,0.8257,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,207,3083,0.8151,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,208,3157,0.8258,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,209,2813,0.823,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,210,2535,0.8233,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,211,3100,0.819,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,212,3008,0.8191,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,213,3353,0.8276,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,214,2990,0.8231,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,215,3008,0.7886,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,216,3247,0.786,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,217,3475,0.7888,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,218,3305,0.7933,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,219,3147,0.8008,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,220,3369,0.7854,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,221,2972,0.7904,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,222,3115,0.7872,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,223,3328,0.7776,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,224,3053,0.7789,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,225,2993,0.7835,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,226,3184,0.7842,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,227,3225,0.7926,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,228,3165,0.7953,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,229,2717,0.7851,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,230,1986,0.7996,0,OK
UNESCO_001,dados_intermediarios/processed/UNESCO/UNESCO_001.md,231,1294,0.8199,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,1,68,0.8676,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,2,68,0.8676,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,3,2547,0.8013,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,4,3384,0.8088,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,5,1022,0.7769,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,6,2685,0.8447,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,7,778,0.7609,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,8,2518,0.8197,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,9,2,1.0,0,LOW_TEXT
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,10,16,0.8125,0,LOW_TEXT
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,11,3029,0.8108,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,12,1864,0.8181,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,13,2127,0.8082,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,14,1914,0.8156,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,15,2129,0.8206,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,16,804,0.8259,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,17,2,1.0,0,LOW_TEXT
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,18,78,0.7821,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,19,2362,0.812,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,20,2998,0.8266,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,21,2320,0.8194,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,22,1033,0.8199,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,23,3774,0.801,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,24,1615,0.8093,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,25,347,0.8213,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,26,2596,0.7681,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,27,506,0.7945,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,28,4902,0.7948,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,29,3218,0.793,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,30,3306,0.7979,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,31,2848,0.8009,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,32,3219,0.7928,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,33,2261,0.7926,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,34,3245,0.7926,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,35,3637,0.8029,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,36,3355,0.8015,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,37,3175,0.789,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,38,512,0.8281,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,39,3198,0.8024,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,40,2,1.0,0,LOW_TEXT
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,41,56,0.8214,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,42,1462,0.7989,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,43,3271,0.8157,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,44,3036,0.8225,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,45,3384,0.8135,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,46,3401,0.8165,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,47,2600,0.8146,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,48,3103,0.8141,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,49,3233,0.8054,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,50,3412,0.8168,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,51,3768,0.8156,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,52,2573,0.8053,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,53,3525,0.8264,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,54,2942,0.8178,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,55,9,0.8889,0,LOW_TEXT
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,56,1913,0.8071,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,57,2880,0.7927,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,58,2349,0.7846,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,59,2236,0.797,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,60,1866,0.791,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,61,1875,0.7829,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,62,1433,0.7948,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,63,2534,0.7751,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,64,2849,0.7694,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,65,2761,0.7631,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,66,3032,0.7642,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,67,2698,0.758,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,68,2741,0.7815,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,69,2676,0.7664,0,OK
UNESCO_002,dados_intermediarios/processed/UNESCO/UNESCO_002.md,70,1053,0.8091,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,1,96,0.8438,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,2,4526,0.8073,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,3,96,0.8438,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,4,454,0.8106,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,5,3199,0.8103,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,6,533,0.8143,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,7,1888,0.7934,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,8,914,0.7856,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,9,1127,0.8447,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,10,1,1.0,0,LOW_TEXT
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,11,2733,0.8075,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,12,2733,0.8079,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,13,2298,0.8207,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,14,2,1.0,0,LOW_TEXT
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,15,887,0.7542,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,16,2,1.0,0,LOW_TEXT
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,17,21,0.8571,0,LOW_TEXT
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,18,3033,0.8094,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,19,2604,0.8057,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,20,3902,0.7981,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,21,67,0.8209,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,22,2634,0.8052,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,23,3178,0.7989,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,24,2890,0.8104,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,25,3401,0.8165,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,26,2309,0.8042,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,27,67,0.806,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,28,2756,0.8211,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,29,3184,0.8072,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,30,3314,0.799,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,31,2956,0.815,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,32,3493,0.7973,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,33,3459,0.8228,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,34,3525,0.8037,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,35,5953,0.8011,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,36,3326,0.8178,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,37,2462,0.814,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,38,2454,0.802,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,39,3281,0.8068,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,40,3844,0.8057,0,OK
UNESCO_003,dados_intermediarios/processed/UNESCO/UNESCO_003.md,41,2882,0.8102,0,OK
