document_id,country,title_original,title_translated,institution,authors,publication_year_original,publication_year_version_used,document_type,education_level,curricular_area,language_original,language_analysis,official_source_url,landing_page_url,access_date,doi,isbn,edition,version,current_status,file_name,relative_path,number_of_pages,file_size,sha256,ocr_used,ocr_engine,translation_used,translation_tool,translation_model,translation_date,source_verified,source_confidence,source_type,inclusion_reason,exclusion_reason,notes
UK_002,Reino Unido,reino-unido_computing-curriculum_ks3-ks4_2014,reino-unido_computing-curriculum_ks3-ks4_2014,Official institutional source,,,,curriculum,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,reino-unido_computing-curriculum_ks3-ks4_2014.pdf,reino-unido/reino-unido_computing-curriculum_ks3-ks4_2014.pdf,,115864,83f2c295562bc324832d36864e6134775daa085e5e0884796c46c32d3eaa0f2f,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
RW_001,Ruanda,ruanda_ict-syllabus,ruanda_ict-syllabus,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,ruanda_ict-syllabus.pdf,ruanda/ruanda_ict-syllabus.pdf,,793144,1ab9e309d4b00ec74d064f283652df53c9067db89299e7d89925866f62b7b69a,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_001,Singapura,7155_y25_sy,7155_y25_sy,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,7155_y25_sy.pdf,singapura/7155_y25_sy.pdf,,243033,907bb19617c96f51b8ecbeb35c7e629037fa2d306bbc31ffc39a6d492d940f71,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_002,Singapura,denitradu_olevelcomputingteach,denitradu_olevelcomputingteach,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,denitradu_olevelcomputingteach.pdf,singapura/denitradu_olevelcomputingteach.pdf,,161673,98b374f829309a69b29d648147909db03e05694ad72e2312e375bc7c5d31147a,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_003,Singapura,ethos da profissão de ensino_singapura,ethos da profissão de ensino_singapura,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,ethos da profissão de ensino_singapura.pdf,singapura/ethos da profissão de ensino_singapura.pdf,,59813,982c455dc61794f19ce60b1736b1069643e05737a7113a37a81495a1e7781b41,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_004,Singapura,framework and guidelines _ moe - nurturing early learners portal_singapura rever,framework and guidelines _ moe - nurturing early learners portal_singapura rever,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,framework and guidelines _ moe - nurturing early learners portal_singapura rever.pdf,singapura/framework and guidelines _ moe - nurturing early learners portal_singapura rever.pdf,,3094432,f37beb7ec8fc9727e8330f765724aa1f7f0a5f667a9a3e7e503c71782171c6cb,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_005,Singapura,inteligência artificial na educação _ moe_singapura,inteligência artificial na educação _ moe_singapura,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,inteligência artificial na educação _ moe_singapura.pdf,singapura/inteligência artificial na educação _ moe_singapura.pdf,,603580,764e426ab4f32e59c5efa0dc7ad43483c64dab9f68ba3af757aadd0defbbf936,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_006,Singapura,mext_ visão geral_,mext_ visão geral_,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,mext_ visão geral_.pdf,singapura/mext_ visão geral_.pdf,,98200,eb499ef9dcab87b31e897f877c6e28e1083c18064ddc834e1d8b3f52585b01fd,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_007,Singapura,moeict guidelines_final_edited_singapura,moeict guidelines_final_edited_singapura,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,moeict guidelines_final_edited_singapura.pdf,singapura/moeict guidelines_final_edited_singapura.pdf,,3462099,65e3ffbbd3c08d2a484355a2cbf239a2ca218f298530b12b7306fd640ab85066,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_008,Singapura,moeict guidelines_final_edited_tecnologia_singapura,moeict guidelines_final_edited_tecnologia_singapura,Official institutional source,,,,digital_education,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,moeict guidelines_final_edited_tecnologia_singapura.pdf,singapura/moeict guidelines_final_edited_tecnologia_singapura.pdf,,3462099,65e3ffbbd3c08d2a484355a2cbf239a2ca218f298530b12b7306fd640ab85066,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_009,Singapura,nel framework 2022_v2_curriculo_singapura_2022,nel framework 2022_v2_curriculo_singapura_2022,Official institutional source,,,,curriculum,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,nel framework 2022_v2_curriculo_singapura_2022.pdf,singapura/nel framework 2022_v2_curriculo_singapura_2022.pdf,,1556975,cb1aba299df12b5192ab4e47df10cfcdc597e29a215b638d6f5754d6f33e9327,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_010,Singapura,nel framework 2022_v2_singapura,nel framework 2022_v2_singapura,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,nel framework 2022_v2_singapura.pdf,singapura/nel framework 2022_v2_singapura.pdf,,1556975,cb1aba299df12b5192ab4e47df10cfcdc597e29a215b638d6f5754d6f33e9327,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_011,Singapura,o modelo 'linha dura' de educação que pôs um pequeno país asiático no topo de ranking mundial - bbc news brasil_singapura,o modelo 'linha dura' de educação que pôs um pequeno país asiático no topo de ranking mundial - bbc news brasil_singapura,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,o modelo 'linha dura' de educação que pôs um pequeno país asiático no topo de ranking mundial - bbc news brasil_singapura.pdf,singapura/o modelo 'linha dura' de educação que pôs um pequeno país asiático no topo de ranking mundial - bbc news brasil_singapura.pdf,,1991970,5f6cef1b4bfdf7e973c9552a13c78c03efb545347a0549850da64638bdcf664a,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_012,Singapura,o-level-computing-teaching-and-learning-syllabus,o-level-computing-teaching-and-learning-syllabus,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,o-level-computing-teaching-and-learning-syllabus.pdf,singapura/o-level-computing-teaching-and-learning-syllabus.pdf,,1042423,fa06ac674b05f859e7f844b0425de189810cb5d5ec77eeb4e37ab1d69b160a1a,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_013,Singapura,pdpc _ singapore’s approach to ai governance_singapura,pdpc _ singapore’s approach to ai governance_singapura,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,pdpc _ singapore’s approach to ai governance_singapura.pdf,singapura/pdpc _ singapore’s approach to ai governance_singapura.pdf,,559331,6f0d573667aed134c4f45ab199938d55272addf3ea27a350569e16d8e4826ff0,false,,false,,,,true,A,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_014,Singapura,sgmodelaigovframework2_singapura,sgmodelaigovframework2_singapura,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,sgmodelaigovframework2_singapura.pdf,singapura/sgmodelaigovframework2_singapura.pdf,,1543277,f2d199c826207a259c1c67b8379c0e2b0028fecf142129df9bf16447abcfb2d4,false,,false,,,,true,A,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_015,Singapura,singapura_e_brasil_diretrizes_de_computação,singapura_e_brasil_diretrizes_de_computação,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,singapura_e_brasil_diretrizes_de_computação.pdf,singapura/singapura_e_brasil_diretrizes_de_computação.pdf,,11956889,52b7282792c342f1c859470eb31323aee50d0580c28c728e56e247d323522323,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_016,Singapura,singapura_g3-computing-syllabus_2024,singapura_g3-computing-syllabus_2024,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,singapura_g3-computing-syllabus_2024.pdf,singapura/singapura_g3-computing-syllabus_2024.pdf,,794379,42b3660a01d8a61460d1f25f51c9db23b16bae7139cb69729734e2952134f0b5,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_017,Singapura,singapura_h2-computing-syllabus,singapura_h2-computing-syllabus,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,singapura_h2-computing-syllabus.pdf,singapura/singapura_h2-computing-syllabus.pdf,,559470,33170e8cba6ac0981c589f3bdb16438d7bc7214e92eebd998155f0b1653fee86,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
SG_018,Singapura,singapura_o-level-computing-syllabus_2021,singapura_o-level-computing-syllabus_2021,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,singapura_o-level-computing-syllabus_2021.pdf,singapura/singapura_o-level-computing-syllabus_2021.pdf,,775121,8b0bb1ae87084227ba8b0c06ad8099ef9648326b506426ef0619006524280140,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
CH_001,Suíça,"en33_per_education numerique_suíça francófona — plan d’études romand, éducation numérique","en33_per_education numerique_suíça francófona — plan d’études romand, éducation numérique",Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,"en33_per_education numerique_suíça francófona — plan d’études romand, éducation numérique.pdf","suica/en33_per_education numerique_suíça francófona — plan d’études romand, éducation numérique.pdf",,1796988,0cfed0cbe63925b39e05d85221ce80a31ab4a70f24031b22bfda95ea8d8b97c7,false,,false,,,,true,A,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
CH_002,Suíça,"tecnologie-e-media-modello-di-competenza_cantão do ticino — piano di studio, tecnologie e media","tecnologie-e-media-modello-di-competenza_cantão do ticino — piano di studio, tecnologie e media",Official institutional source,,,,competence_framework,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,"tecnologie-e-media-modello-di-competenza_cantão do ticino — piano di studio, tecnologie e media.pdf","suica/tecnologie-e-media-modello-di-competenza_cantão do ticino — piano di studio, tecnologie e media.pdf",,738558,98bd2d730679daba59d8a23b207131c7df2ef09cfd007bb4f22a94fb5f5bf202,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
CH_003,Suíça,"zh_de_modul_mi_suíça alemã — lehrplan 21, medien und informatik","zh_de_modul_mi_suíça alemã — lehrplan 21, medien und informatik",Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,"zh_de_modul_mi_suíça alemã — lehrplan 21, medien und informatik.pdf","suica/zh_de_modul_mi_suíça alemã — lehrplan 21, medien und informatik.pdf",,3770685,bb269d4129774b30639fa280c62ca7c59554f8dab3d6c7d948d30f798c8ff6cc,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
TW_001,Taiwan,taiwan_technology-domain-information-technology_2019,taiwan_technology-domain-information-technology_2019,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,taiwan_technology-domain-information-technology_2019.pdf,taiwan/taiwan_technology-domain-information-technology_2019.pdf,,1204887,a346fa6c78d57bd2860b657b1cce96309c7939b6e5d9d6946d5cba344d55cc04,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
UN_001,UNESCO_REFERENCE,234132poreducação técnica,234132poreducação técnica,Official institutional source,,,,document,,Computing and Digital Education,en,en,,,2026-09-11,,,,,available,234132poreducação técnica.pdf,Unesco/234132poreducação técnica.pdf,,2000863,d325e8ff44b7b130410923d64065155fe7d1af4a6ff119c195c4009ebb2cf98d,false,,false,,,,true,A,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
UN_002,UNESCO_REFERENCE,244826poreducação para a cidadania global2015,244826poreducação para a cidadania global2015,Official institutional source,,,,document,,Computing and Digital Education,en,en,,,2026-09-11,,,,,available,244826poreducação para a cidadania global2015.pdf,Unesco/244826poreducação para a cidadania global2015.pdf,,716523,c23837566bbc6a45aa065b19300f0695a96f74b8a3e9993d45b35fda5eac2b2f,false,,false,,,,true,A,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
UN_003,UNESCO_REFERENCE,371391porum guia para formuladores de políticas,371391porum guia para formuladores de políticas,Official institutional source,,,,policy,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,371391porum guia para formuladores de políticas.pdf,Unesco/371391porum guia para formuladores de políticas.pdf,,682796,5abb18928c4a6d2e90ef63f4848757c9702846849ab3c7c2e6064148aaf631be,false,,false,,,,true,A,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
UN_004,UNESCO_REFERENCE,374309eng,374309eng,Official institutional source,,,,document,,Computing and Digital Education,en,en,,,2026-09-11,,,,,available,374309eng.pdf,Unesco/374309eng.pdf,,11159669,89248690aea74ce2042c5741f03e9e040475d414bc866c240f7c50e49c915971,false,,false,,,,true,A,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
UN_005,UNESCO_REFERENCE,375503porum guia para professores da educação secundária,375503porum guia para professores da educação secundária,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,375503porum guia para professores da educação secundária.pdf,Unesco/375503porum guia para professores da educação secundária.pdf,,2526123,2831f11e109ab1e85c6e0e5624e41ccb414aa1efa5cc4dfa6f273b4390ae6baf,false,,false,,,,true,A,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
UN_006,UNESCO_REFERENCE,381115por_unesco reimaginando a educação futuro_2021,381115por_unesco reimaginando a educação futuro_2021,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,381115por_unesco reimaginando a educação futuro_2021.pdf,Unesco/381115por_unesco reimaginando a educação futuro_2021.pdf,,1082172,faa5f14818a5cca73d2f78990fd8ed55298ff870c42dd01f7c28eedafc3a4848,false,,false,,,,true,A,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
UY_001,Uruguai,uruguai_en-el-camino-del-plan-ceibal_2009,uruguai_en-el-camino-del-plan-ceibal_2009,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,uruguai_en-el-camino-del-plan-ceibal_2009.pdf,uruguai/uruguai_en-el-camino-del-plan-ceibal_2009.pdf,,4949539,ae4d003ba4ca1ab5553e7b0a063611ae63e5445532c3f3c99ec4909c638108c8,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
UY_002,Uruguai,uruguai_plan-ceibal-in-uruguay,uruguai_plan-ceibal-in-uruguay,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,uruguai_plan-ceibal-in-uruguay.pdf,uruguai/uruguai_plan-ceibal-in-uruguay.pdf,,11187368,1095d5e35de62c845a212d43cf0ae381752f13e73d9be22950272e6868dd2b76,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
UY_003,Uruguai,uruguai_tecnologias-digitales_2023,uruguai_tecnologias-digitales_2023,Official institutional source,,,,digital_education,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,uruguai_tecnologias-digitales_2023.pdf,uruguai/uruguai_tecnologias-digitales_2023.pdf,,614465,b547b16a130399386e0d3b926abcdfc05e39eac2652afe09b2ea1af4d277bd8a,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
ZA_001,África do Sul,africa-do-sul_caps_computer-applications-technology_grades-10-12,africa-do-sul_caps_computer-applications-technology_grades-10-12,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,africa-do-sul_caps_computer-applications-technology_grades-10-12.pdf,africa-do-sul/africa-do-sul_caps_computer-applications-technology_grades-10-12.pdf,,1439038,ffe79d3f9b8debec06fad7be90e2942b8f8836eaae7412e68595055c64e28dc6,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
ZA_002,África do Sul,africa-do-sul_caps_information-technology_grades-10-12,africa-do-sul_caps_information-technology_grades-10-12,Official institutional source,,,,document,,Computing and Digital Education,unknown,en,,,2026-09-11,,,,,available,africa-do-sul_caps_information-technology_grades-10-12.pdf,africa-do-sul/africa-do-sul_caps_information-technology_grades-10-12.pdf,,1541692,207a99fd0f1d8bda869743e0c1c6d7c8dafea6c59e9470f9a58b979ecc7796e0,false,,false,,,,false,E,pdf,official curriculum source available in corpus,,Generated by provenance pipeline; file kept unchanged in RAW corpus
